Datetime;Battery Level (%);5600 Pressure (Bar);5600 Temperature (°C)
2025-01-18 19:33:13.663;100;1.290;4.0
2025-01-18 19:33:13.764;100;1.290;4.0
2025-01-18 19:33:13.864;100;1.290;4.0
2025-01-18 19:33:13.964;100;1.290;4.0
2025-01-18 19:33:14.064;100;1.290;4.0
2025-01-18 19:33:14.163;100;1.290;4.0
2025-01-18 19:33:14.264;100;1.290;4.0
2025-01-18 19:33:14.363;100;1.290;4.0
2025-01-18 19:33:14.464;100;1.290;4.0
2025-01-18 19:33:14.563;100;1.290;4.0
2025-01-18 19:33:14.664;100;1.290;4.0
2025-01-18 19:33:14.764;100;1.290;4.0
2025-01-18 19:33:14.864;100;1.290;4.0
2025-01-18 19:33:14.964;100;1.290;4.0
2025-01-18 19:33:15.064;100;1.290;4.0
2025-01-18 19:33:15.164;100;1.290;4.0
2025-01-18 19:33:15.264;100;1.290;4.0
2025-01-18 19:33:15.364;100;1.290;4.0
2025-01-18 19:33:15.464;100;1.290;4.0
2025-01-18 19:33:15.564;100;1.290;4.0
2025-01-18 19:33:15.663;100;1.290;4.0
2025-01-18 19:33:15.764;100;1.290;4.0
2025-01-18 19:33:15.864;100;1.290;4.0
2025-01-18 19:33:15.964;100;1.290;4.0
2025-01-18 19:33:16.064;100;1.290;4.0
2025-01-18 19:33:16.163;100;1.290;4.0
2025-01-18 19:33:16.264;100;1.290;4.0
2025-01-18 19:33:16.364;100;1.290;4.0
2025-01-18 19:33:16.464;100;1.290;4.0
2025-01-18 19:33:16.564;100;1.290;4.0
2025-01-18 19:33:16.663;100;1.290;4.0
2025-01-18 19:33:16.764;100;1.290;4.0
2025-01-18 19:33:16.864;100;1.290;4.0
2025-01-18 19:33:16.964;100;1.290;4.0
2025-01-18 19:33:17.064;100;1.290;4.0
2025-01-18 19:33:17.163;100;1.290;4.0
2025-01-18 19:33:17.264;100;1.290;4.0
2025-01-18 19:33:17.364;100;1.290;4.0
2025-01-18 19:33:17.464;100;1.290;4.0
2025-01-18 19:33:17.564;100;1.290;4.0
2025-01-18 19:33:17.664;100;1.290;4.0
2025-01-18 19:33:17.764;100;1.290;4.0
2025-01-18 19:33:17.864;100;1.290;4.0
2025-01-18 19:33:17.964;100;1.290;4.0
2025-01-18 19:33:18.064;100;1.316;4.0
2025-01-18 19:33:18.164;100;1.290;4.0
2025-01-18 19:33:18.264;100;1.317;4.0
2025-01-18 19:33:18.364;100;1.290;4.0
2025-01-18 19:33:18.464;100;1.290;4.0
2025-01-18 19:33:18.564;100;1.290;4.0
2025-01-18 19:33:18.664;100;1.290;4.0
2025-01-18 19:33:18.764;100;1.290;4.0
2025-01-18 19:33:18.864;100;1.290;4.0
2025-01-18 19:33:18.964;100;1.290;4.0
2025-01-18 19:33:19.064;100;1.290;4.0
2025-01-18 19:33:19.164;100;1.290;4.0
2025-01-18 19:33:19.264;100;1.290;4.0
2025-01-18 19:33:19.363;100;1.290;4.0
2025-01-18 19:33:19.464;100;1.290;4.0
2025-01-18 19:33:19.564;100;1.290;4.0
2025-01-18 19:33:19.664;100;1.290;4.0
2025-01-18 19:33:19.764;100;1.290;4.0
2025-01-18 19:33:19.864;100;1.290;4.0
2025-01-18 19:33:19.964;100;1.290;4.0
2025-01-18 19:33:20.064;100;1.290;4.0
2025-01-18 19:33:20.163;100;1.290;4.0
2025-01-18 19:33:20.264;100;1.290;4.0
2025-01-18 19:33:20.364;100;1.317;4.0
2025-01-18 19:33:20.464;100;1.290;4.0
2025-01-18 19:33:20.564;100;1.290;4.0
2025-01-18 19:33:20.664;100;1.317;4.0
2025-01-18 19:33:20.764;100;1.290;4.0
2025-01-18 19:33:20.864;100;1.290;4.0
2025-01-18 19:33:20.964;100;1.290;4.0
2025-01-18 19:33:21.064;100;1.290;4.0
2025-01-18 19:33:21.163;100;1.290;4.0
2025-01-18 19:33:21.264;100;1.317;4.0
2025-01-18 19:33:21.364;100;1.290;4.0
2025-01-18 19:33:21.464;100;1.290;4.0
2025-01-18 19:33:21.564;100;1.317;4.0
2025-01-18 19:33:21.664;100;1.290;4.0
2025-01-18 19:33:21.764;100;1.290;4.0
2025-01-18 19:33:21.864;100;1.290;4.0
2025-01-18 19:33:21.964;100;1.290;4.0
2025-01-18 19:33:22.064;100;1.290;4.0
2025-01-18 19:33:22.163;100;1.290;4.0
2025-01-18 19:33:22.264;100;1.290;4.0
2025-01-18 19:33:22.364;100;1.290;4.0
2025-01-18 19:33:22.464;100;1.290;4.0
2025-01-18 19:33:22.564;100;1.290;4.0
2025-01-18 19:33:22.664;100;1.290;4.0
2025-01-18 19:33:22.764;100;1.290;4.0
2025-01-18 19:33:22.864;100;1.290;4.0
2025-01-18 19:33:22.964;100;1.290;4.0
2025-01-18 19:33:23.064;100;1.290;4.0
2025-01-18 19:33:23.164;100;1.290;4.0
2025-01-18 19:33:23.264;100;1.290;4.0
2025-01-18 19:33:23.364;100;1.290;4.0
2025-01-18 19:33:23.464;100;1.290;4.0
2025-01-18 19:33:23.564;100;1.290;4.0
2025-01-18 19:33:23.664;100;1.290;4.0
2025-01-18 19:33:23.764;100;1.290;4.0
2025-01-18 19:33:23.864;100;1.290;4.0
2025-01-18 19:33:23.964;100;1.290;4.0
2025-01-18 19:33:24.064;100;1.290;4.0
2025-01-18 19:33:24.163;100;1.290;4.0
2025-01-18 19:33:24.264;100;1.290;4.0
2025-01-18 19:33:24.364;100;1.290;4.0
2025-01-18 19:33:24.463;100;1.290;4.0
2025-01-18 19:33:24.564;100;1.290;4.0
2025-01-18 19:33:24.664;100;1.290;4.0
2025-01-18 19:33:24.764;100;1.290;4.0
2025-01-18 19:33:24.864;100;1.290;4.0
2025-01-18 19:33:24.964;100;1.290;4.0
2025-01-18 19:33:25.064;100;1.290;4.0
2025-01-18 19:33:25.164;100;1.290;4.0
2025-01-18 19:33:25.264;100;1.290;4.0
2025-01-18 19:33:25.364;100;1.290;4.0
2025-01-18 19:33:25.464;100;1.290;4.0
2025-01-18 19:33:25.564;100;1.290;4.0
2025-01-18 19:33:25.664;100;1.290;4.0
2025-01-18 19:33:25.764;100;1.290;4.0
2025-01-18 19:33:25.864;100;1.290;4.0
2025-01-18 19:33:25.964;100;1.290;4.0
2025-01-18 19:33:26.064;100;1.317;4.0
2025-01-18 19:33:26.164;100;1.290;4.0
2025-01-18 19:33:26.264;100;1.290;4.0
2025-01-18 19:33:26.364;100;1.290;4.0
2025-01-18 19:33:26.464;100;1.290;4.0
2025-01-18 19:33:26.564;100;1.290;4.0
2025-01-18 19:33:26.663;100;1.290;4.0
2025-01-18 19:33:26.764;100;1.290;4.0
2025-01-18 19:33:26.864;100;1.290;4.0
2025-01-18 19:33:26.964;100;1.317;4.0
2025-01-18 19:33:27.064;100;1.290;4.0
2025-01-18 19:33:27.164;100;1.290;4.0
2025-01-18 19:33:27.264;100;1.290;4.0
2025-01-18 19:33:27.364;100;1.290;4.0
2025-01-18 19:33:27.464;100;1.290;4.0
2025-01-18 19:33:27.564;100;1.291;4.0
2025-01-18 19:33:27.664;100;1.290;4.0
2025-01-18 19:33:27.764;100;1.291;4.0
2025-01-18 19:33:27.864;100;1.317;4.0
2025-01-18 19:33:27.964;100;1.290;4.0
2025-01-18 19:33:28.064;100;1.291;4.0
2025-01-18 19:33:28.164;100;1.317;4.0
2025-01-18 19:33:28.264;100;1.290;4.0
2025-01-18 19:33:28.364;100;1.291;4.0
2025-01-18 19:33:28.464;100;1.290;4.0
2025-01-18 19:33:28.564;100;1.290;4.0
2025-01-18 19:33:28.664;100;1.291;4.0
2025-01-18 19:33:28.764;100;1.291;4.0
2025-01-18 19:33:28.864;100;1.290;4.0
2025-01-18 19:33:28.964;100;1.291;4.0
2025-01-18 19:33:29.064;100;1.291;4.0
2025-01-18 19:33:29.164;100;1.290;4.0
2025-01-18 19:33:29.264;100;1.291;4.0
2025-01-18 19:33:29.364;100;1.291;4.0
2025-01-18 19:33:29.464;100;1.290;4.0
2025-01-18 19:33:29.564;100;1.291;4.0
2025-01-18 19:33:29.664;100;1.291;4.0
2025-01-18 19:33:29.764;100;1.290;4.0
2025-01-18 19:33:29.864;100;1.291;4.0
2025-01-18 19:33:29.964;100;1.291;4.0
2025-01-18 19:33:30.064;100;1.290;4.0
2025-01-18 19:33:30.164;100;1.291;4.0
2025-01-18 19:33:30.264;100;1.291;4.0
2025-01-18 19:33:30.364;100;1.290;4.0
2025-01-18 19:33:30.464;100;1.291;4.0
2025-01-18 19:33:30.564;100;1.291;4.0
2025-01-18 19:33:30.664;100;1.290;4.0
2025-01-18 19:33:30.764;100;1.291;4.0
2025-01-18 19:33:30.864;100;1.290;4.0
2025-01-18 19:33:30.964;100;1.290;4.0
2025-01-18 19:33:31.064;100;1.291;4.0
2025-01-18 19:33:31.164;100;1.291;4.0
2025-01-18 19:33:31.263;100;1.290;4.0
2025-01-18 19:33:31.437;100;1.291;4.0
2025-01-18 19:33:31.558;88;1.290;4.0
2025-01-18 19:33:31.658;88;1.291;4.0
2025-01-18 19:33:31.755;88;1.291;4.0
2025-01-18 19:33:31.856;88;1.290;4.0
2025-01-18 19:33:31.958;88;1.291;4.0
2025-01-18 19:33:32.052;88;1.317;4.0
2025-01-18 19:33:32.152;88;1.290;4.0
2025-01-18 19:33:32.256;88;1.291;4.0
2025-01-18 19:33:32.356;88;1.291;4.0
2025-01-18 19:33:32.464;88;1.290;4.0
2025-01-18 19:33:32.659;88;1.291;4.0
2025-01-18 19:33:32.731;88;1.290;4.0
2025-01-18 19:33:32.857;88;1.291;4.0
2025-01-18 19:33:32.956;88;1.317;4.0
2025-01-18 19:33:33.073;88;1.291;4.0
2025-01-18 19:33:33.258;88;1.317;4.0
2025-01-18 19:33:33.263;88;1.317;4.0
2025-01-18 19:33:33.364;88;1.290;4.0
2025-01-18 19:33:33.463;88;1.291;4.0
2025-01-18 19:33:33.563;88;1.291;4.0
2025-01-18 19:33:33.664;88;1.290;4.0
2025-01-18 19:33:33.764;88;1.291;4.0
2025-01-18 19:33:33.864;88;1.291;4.0
2025-01-18 19:33:33.964;88;1.290;4.0
2025-01-18 19:33:34.064;88;1.291;4.0
2025-01-18 19:33:34.164;88;1.291;4.0
2025-01-18 19:33:34.264;88;1.290;4.0
2025-01-18 19:33:34.364;88;1.291;4.0
2025-01-18 19:33:34.464;88;1.317;4.0
2025-01-18 19:33:34.564;88;1.291;4.0
2025-01-18 19:33:34.663;88;1.291;4.0
2025-01-18 19:33:34.764;88;1.317;4.0
2025-01-18 19:33:34.864;88;1.290;4.0
2025-01-18 19:33:34.964;88;1.291;4.0
2025-01-18 19:33:35.064;88;1.291;4.0
2025-01-18 19:33:35.163;88;1.291;4.0
2025-01-18 19:33:35.264;88;1.291;4.0
2025-01-18 19:33:35.364;88;1.291;4.0
2025-01-18 19:33:35.464;88;1.317;4.0
2025-01-18 19:33:35.564;88;1.291;4.0
2025-01-18 19:33:35.663;88;1.291;4.0
2025-01-18 19:33:35.764;88;1.291;4.0
2025-01-18 19:33:35.864;88;1.291;4.0
2025-01-18 19:33:35.964;88;1.291;4.0
2025-01-18 19:33:36.064;88;1.291;4.0
2025-01-18 19:33:36.164;88;1.291;4.0
2025-01-18 19:33:36.264;88;1.291;4.0
2025-01-18 19:33:36.364;88;1.291;4.0
2025-01-18 19:33:36.464;88;1.291;4.0
2025-01-18 19:33:36.564;88;1.291;4.0
2025-01-18 19:33:36.663;88;1.290;4.0
2025-01-18 19:33:36.764;88;1.291;4.0
2025-01-18 19:33:36.864;88;1.291;4.0
2025-01-18 19:33:36.964;88;1.317;4.0
2025-01-18 19:33:37.064;88;1.291;4.0
2025-01-18 19:33:37.164;88;1.291;4.0
2025-01-18 19:33:37.264;88;1.291;4.0
2025-01-18 19:33:37.364;88;1.291;4.0
2025-01-18 19:33:37.464;88;1.291;4.0
2025-01-18 19:33:37.564;88;1.291;4.0
2025-01-18 19:33:37.663;88;1.291;4.0
2025-01-18 19:33:37.764;88;1.291;4.0
2025-01-18 19:33:37.864;88;1.291;4.0
2025-01-18 19:33:37.964;88;1.291;4.0
2025-01-18 19:33:38.064;88;1.291;4.0
2025-01-18 19:33:38.164;88;1.290;4.0
2025-01-18 19:33:38.264;88;1.291;4.0
2025-01-18 19:33:38.364;88;1.291;4.0
2025-01-18 19:33:38.464;88;1.317;4.0
2025-01-18 19:33:38.564;88;1.291;4.0
2025-01-18 19:33:38.663;88;1.291;4.0
2025-01-18 19:33:38.764;88;1.291;4.0
2025-01-18 19:33:38.864;88;1.291;4.0
2025-01-18 19:33:38.964;88;1.291;4.0
2025-01-18 19:33:39.064;88;1.291;4.0
2025-01-18 19:33:39.164;88;1.291;4.0
2025-01-18 19:33:39.264;88;1.291;4.0
2025-01-18 19:33:39.364;88;1.291;4.0
2025-01-18 19:33:39.464;88;1.291;4.0
2025-01-18 19:33:39.564;88;1.317;4.0
2025-01-18 19:33:39.663;88;1.291;4.0
2025-01-18 19:33:39.764;88;1.291;4.0
2025-01-18 19:33:39.864;88;1.317;4.0
2025-01-18 19:33:39.964;88;1.291;4.0
2025-01-18 19:33:40.064;88;1.291;4.0
2025-01-18 19:33:40.164;88;1.291;4.0
2025-01-18 19:33:40.264;88;1.291;4.0
2025-01-18 19:33:40.364;88;1.291;4.0
2025-01-18 19:33:40.464;88;1.291;4.0
2025-01-18 19:33:40.564;88;1.291;4.0
2025-01-18 19:33:40.664;88;1.291;4.0
2025-01-18 19:33:40.764;88;1.291;4.0
2025-01-18 19:33:40.864;88;1.291;4.0
2025-01-18 19:33:40.963;88;1.291;4.0
2025-01-18 19:33:41.064;88;1.291;4.0
2025-01-18 19:33:41.163;88;1.291;4.0
2025-01-18 19:33:41.264;88;1.291;4.0
2025-01-18 19:33:41.364;88;1.291;4.0
2025-01-18 19:33:41.464;100;1.291;4.0
2025-01-18 19:33:41.564;100;1.291;4.0
2025-01-18 19:33:41.664;100;1.291;4.0
2025-01-18 19:33:41.764;100;1.291;4.0
2025-01-18 19:33:41.864;100;1.291;4.0
2025-01-18 19:33:41.964;100;1.291;4.0
2025-01-18 19:33:42.064;100;1.291;4.0
2025-01-18 19:33:42.163;100;1.291;4.0
2025-01-18 19:33:42.264;100;1.291;4.0
2025-01-18 19:33:42.364;100;1.317;4.0
2025-01-18 19:33:42.464;100;1.291;4.0
2025-01-18 19:33:42.564;100;1.291;4.0
2025-01-18 19:33:42.663;100;1.291;4.0
2025-01-18 19:33:42.764;100;1.291;4.0
2025-01-18 19:33:42.864;100;1.291;4.0
2025-01-18 19:33:42.964;100;1.291;4.0
2025-01-18 19:33:43.064;100;1.291;4.0
2025-01-18 19:33:43.164;100;1.291;4.0
2025-01-18 19:33:43.264;100;1.291;4.0
2025-01-18 19:33:43.364;100;1.291;4.0
2025-01-18 19:33:43.464;100;1.317;4.0
2025-01-18 19:33:43.564;100;1.291;4.0
2025-01-18 19:33:43.664;100;1.291;4.0
2025-01-18 19:33:43.764;100;1.291;4.0
2025-01-18 19:33:43.864;100;1.291;4.0
2025-01-18 19:33:43.963;100;1.291;4.0
2025-01-18 19:33:44.064;100;1.291;4.0
2025-01-18 19:33:44.164;100;1.291;4.0
2025-01-18 19:33:44.264;100;1.291;4.0
2025-01-18 19:33:44.364;100;1.291;4.0
2025-01-18 19:33:44.464;100;1.291;4.0
2025-01-18 19:33:44.564;100;1.291;4.0
2025-01-18 19:33:44.664;100;1.291;4.0
2025-01-18 19:33:44.764;100;1.291;4.0
2025-01-18 19:33:44.864;100;1.291;4.0
2025-01-18 19:33:44.964;100;1.317;4.0
2025-01-18 19:33:45.064;100;1.291;4.0
2025-01-18 19:33:45.163;100;1.317;4.0
2025-01-18 19:33:45.264;100;1.291;4.0
2025-01-18 19:33:45.363;100;1.317;4.0
2025-01-18 19:33:45.464;100;1.291;4.0
2025-01-18 19:33:45.564;100;1.291;4.0
2025-01-18 19:33:45.664;100;1.291;4.0
2025-01-18 19:33:45.764;100;1.291;4.0
2025-01-18 19:33:45.864;100;1.291;4.0
2025-01-18 19:33:45.964;100;1.291;4.0
2025-01-18 19:33:46.064;100;1.291;4.0
2025-01-18 19:33:46.164;100;1.291;4.0
2025-01-18 19:33:46.264;100;1.291;4.0
2025-01-18 19:33:46.364;100;1.291;4.0
2025-01-18 19:33:46.464;100;1.318;4.0
2025-01-18 19:33:46.564;100;1.291;4.0
2025-01-18 19:33:46.664;100;1.291;4.0
2025-01-18 19:33:46.764;100;1.291;4.0
2025-01-18 19:33:46.863;100;1.291;4.0
2025-01-18 19:33:46.964;100;1.291;4.0
2025-01-18 19:33:47.064;100;1.291;4.0
2025-01-18 19:33:47.164;100;1.291;4.0
2025-01-18 19:33:47.264;100;1.291;4.0
2025-01-18 19:33:47.364;100;1.291;4.0
2025-01-18 19:33:47.464;100;1.291;4.0
2025-01-18 19:33:47.564;100;1.291;4.0
2025-01-18 19:33:47.664;100;1.291;4.0
2025-01-18 19:33:47.764;100;1.291;4.0
2025-01-18 19:33:47.864;100;1.291;4.0
2025-01-18 19:33:47.964;100;1.291;4.0
2025-01-18 19:33:48.064;100;1.291;4.0
2025-01-18 19:33:48.164;100;1.291;4.0
2025-01-18 19:33:48.264;100;1.291;4.0
2025-01-18 19:33:48.364;100;1.291;4.0
2025-01-18 19:33:48.464;100;1.318;4.0
2025-01-18 19:33:48.564;100;1.291;4.0
2025-01-18 19:33:48.664;100;1.291;4.0
2025-01-18 19:33:48.764;100;1.291;4.0
2025-01-18 19:33:48.864;100;1.291;4.0
2025-01-18 19:33:48.964;100;1.291;4.0
2025-01-18 19:33:49.063;100;1.291;4.0
2025-01-18 19:33:49.163;100;1.291;4.0
2025-01-18 19:33:49.264;100;1.291;4.0
2025-01-18 19:33:49.364;100;1.291;4.0
2025-01-18 19:33:49.464;100;1.291;4.0
2025-01-18 19:33:49.564;100;1.291;4.0
2025-01-18 19:33:49.663;100;1.291;4.0
2025-01-18 19:33:49.764;100;1.318;4.0
2025-01-18 19:33:49.864;100;1.291;4.0
2025-01-18 19:33:49.964;100;1.265;4.0
2025-01-18 19:33:50.064;100;1.318;4.0
2025-01-18 19:33:50.164;100;1.291;4.0
2025-01-18 19:33:50.264;100;1.291;4.0
2025-01-18 19:33:50.364;100;1.291;4.0
2025-01-18 19:33:50.464;100;1.291;4.0
2025-01-18 19:33:50.563;100;1.291;4.0
2025-01-18 19:33:50.664;100;1.291;4.0
2025-01-18 19:33:50.764;100;1.291;4.0
2025-01-18 19:33:50.864;100;1.291;4.0
2025-01-18 19:33:50.964;100;1.318;4.0
2025-01-18 19:33:51.064;100;1.291;4.0
2025-01-18 19:33:51.164;100;1.291;4.0
2025-01-18 19:33:51.264;100;1.318;4.0
2025-01-18 19:33:51.364;100;1.291;4.0
2025-01-18 19:33:51.464;100;1.291;4.0
2025-01-18 19:33:51.563;100;1.318;4.0
2025-01-18 19:33:51.664;100;1.291;4.0
2025-01-18 19:33:51.764;100;1.318;4.0
2025-01-18 19:33:51.864;100;1.291;4.0
2025-01-18 19:33:51.964;100;1.291;4.0
2025-01-18 19:33:52.064;100;1.291;4.0
2025-01-18 19:33:52.164;100;1.291;4.0
2025-01-18 19:33:52.264;100;1.318;4.0
2025-01-18 19:33:52.363;100;1.291;4.0
2025-01-18 19:33:52.464;100;1.291;4.0
2025-01-18 19:33:52.564;100;1.291;4.0
2025-01-18 19:33:52.664;100;1.291;4.0
2025-01-18 19:33:52.764;100;1.318;4.0
2025-01-18 19:33:52.864;100;1.291;4.0
2025-01-18 19:33:52.964;100;1.291;4.0
2025-01-18 19:33:53.064;100;1.291;4.0
2025-01-18 19:33:53.164;100;1.291;4.0
2025-01-18 19:33:53.264;100;1.291;4.0
2025-01-18 19:33:53.364;100;1.318;4.0
2025-01-18 19:33:53.464;100;1.291;4.0
2025-01-18 19:33:53.564;100;1.291;4.0
2025-01-18 19:33:53.664;100;1.291;4.0
2025-01-18 19:33:53.764;100;1.291;4.0
2025-01-18 19:33:53.864;100;1.291;4.0
2025-01-18 19:33:53.964;100;1.291;4.0
2025-01-18 19:33:54.064;100;1.291;4.0
2025-01-18 19:33:54.164;100;1.291;4.0
2025-01-18 19:33:54.263;100;1.291;4.0
2025-01-18 19:33:54.364;100;1.291;4.0
2025-01-18 19:33:54.464;100;1.291;4.0
2025-01-18 19:33:54.564;100;1.291;4.0
2025-01-18 19:33:54.664;100;1.291;4.0
2025-01-18 19:33:54.764;100;1.291;4.0
2025-01-18 19:33:54.864;100;1.291;4.0
2025-01-18 19:33:54.964;100;1.291;4.0
2025-01-18 19:33:55.064;100;1.291;4.0
2025-01-18 19:33:55.164;100;1.318;4.0
2025-01-18 19:33:55.263;100;1.291;4.0
2025-01-18 19:33:55.363;100;1.291;4.0
2025-01-18 19:33:55.464;100;1.291;4.0
2025-01-18 19:33:55.564;100;1.291;4.0
2025-01-18 19:33:55.664;100;1.291;4.0
2025-01-18 19:33:55.764;100;1.318;4.0
2025-01-18 19:33:55.863;100;1.291;4.0
2025-01-18 19:33:55.964;100;1.291;4.0
2025-01-18 19:33:56.064;100;1.291;4.0
2025-01-18 19:33:56.164;100;1.291;4.0
2025-01-18 19:33:56.264;100;1.291;4.0
2025-01-18 19:33:56.364;100;1.291;4.0
2025-01-18 19:33:56.464;100;1.291;4.0
2025-01-18 19:33:56.564;100;1.291;4.0
2025-01-18 19:33:56.664;100;1.318;4.0
2025-01-18 19:33:56.763;100;1.291;4.0
2025-01-18 19:33:56.863;100;1.291;4.0
2025-01-18 19:33:56.964;100;1.291;4.0
2025-01-18 19:33:57.064;100;1.291;4.0
2025-01-18 19:33:57.163;100;1.291;4.0
2025-01-18 19:33:57.264;100;1.291;4.0
2025-01-18 19:33:57.364;100;1.291;4.0
2025-01-18 19:33:57.464;100;1.291;4.0
2025-01-18 19:33:57.564;100;1.291;4.0
2025-01-18 19:33:57.663;100;1.291;4.0
2025-01-18 19:33:57.763;100;1.291;4.0
2025-01-18 19:33:57.864;100;1.291;4.0
2025-01-18 19:33:57.964;100;1.291;4.0
2025-01-18 19:33:58.064;100;1.291;4.0
2025-01-18 19:33:58.164;100;1.291;4.0
2025-01-18 19:33:58.264;100;1.291;4.0
2025-01-18 19:33:58.364;100;1.291;4.0
2025-01-18 19:33:58.464;100;1.318;4.0
2025-01-18 19:33:58.564;100;1.291;4.0
2025-01-18 19:33:58.664;100;1.291;4.0
2025-01-18 19:33:58.764;100;1.291;4.0
2025-01-18 19:33:58.864;100;1.291;4.0
2025-01-18 19:33:58.964;100;1.318;4.0
2025-01-18 19:33:59.064;100;1.291;4.0
2025-01-18 19:33:59.164;100;1.291;4.0
2025-01-18 19:33:59.264;100;1.291;4.0
2025-01-18 19:33:59.364;100;1.318;4.0
2025-01-18 19:33:59.464;100;1.291;4.0
2025-01-18 19:33:59.564;100;1.292;4.0
2025-01-18 19:33:59.664;100;1.318;4.0
2025-01-18 19:33:59.764;100;1.291;4.0
2025-01-18 19:33:59.864;100;1.291;4.0
2025-01-18 19:33:59.964;100;1.291;4.0
2025-01-18 19:34:00.064;100;1.291;4.0
2025-01-18 19:34:00.164;100;1.292;4.0
2025-01-18 19:34:00.264;100;1.318;4.0
2025-01-18 19:34:00.364;100;1.291;4.0
2025-01-18 19:34:00.464;100;1.292;4.0
2025-01-18 19:34:00.564;100;1.292;4.0
2025-01-18 19:34:00.664;100;1.291;4.0
2025-01-18 19:34:00.764;100;1.292;4.0
2025-01-18 19:34:00.864;100;1.292;4.0
2025-01-18 19:34:00.963;100;1.291;4.0
2025-01-18 19:34:01.064;100;1.292;4.0
2025-01-18 19:34:01.164;100;1.292;4.0
2025-01-18 19:34:01.264;100;1.291;4.0
2025-01-18 19:34:01.364;100;1.292;4.0
2025-01-18 19:34:01.463;42;1.292;4.0
2025-01-18 19:34:01.564;42;1.291;4.0
2025-01-18 19:34:01.663;42;1.292;4.0
2025-01-18 19:34:01.763;42;1.292;4.0
2025-01-18 19:34:01.863;42;1.291;4.0
2025-01-18 19:34:01.963;42;1.292;4.0
2025-01-18 19:34:02.063;42;1.318;4.0
2025-01-18 19:34:02.163;42;1.291;4.0
2025-01-18 19:34:02.263;42;1.292;4.0
2025-01-18 19:34:02.363;42;1.292;4.0
2025-01-18 19:34:02.463;42;1.291;4.0
2025-01-18 19:34:02.563;42;1.292;4.0
2025-01-18 19:34:02.663;42;1.292;4.0
2025-01-18 19:34:02.763;42;1.291;4.0
2025-01-18 19:34:02.864;42;1.292;4.0
2025-01-18 19:34:02.964;42;1.292;4.0
2025-01-18 19:34:03.064;42;1.291;4.0
2025-01-18 19:34:03.164;42;1.292;4.0
2025-01-18 19:34:03.264;42;1.292;4.0
2025-01-18 19:34:03.364;42;1.318;4.0
2025-01-18 19:34:03.464;42;1.292;4.0
2025-01-18 19:34:03.564;42;1.292;4.0
2025-01-18 19:34:03.664;42;1.291;4.0
2025-01-18 19:34:03.764;42;1.292;4.0
2025-01-18 19:34:03.863;42;1.292;4.0
2025-01-18 19:34:03.963;42;1.291;4.0
2025-01-18 19:34:04.063;42;1.292;4.0
2025-01-18 19:34:04.163;42;1.292;4.0
2025-01-18 19:34:04.263;42;1.291;4.0
2025-01-18 19:34:04.363;42;1.292;4.0
2025-01-18 19:34:04.463;42;1.292;4.0
2025-01-18 19:34:04.563;42;1.291;4.0
2025-01-18 19:34:04.663;42;1.292;4.0
2025-01-18 19:34:04.763;42;1.292;4.0
2025-01-18 19:34:04.863;42;1.292;4.0
2025-01-18 19:34:04.963;42;1.292;4.0
2025-01-18 19:34:05.063;42;1.292;4.0
2025-01-18 19:34:05.163;42;1.291;4.0
2025-01-18 19:34:05.264;42;1.292;4.0
2025-01-18 19:34:05.364;42;1.318;4.0
2025-01-18 19:34:05.464;42;1.291;4.0
2025-01-18 19:34:05.564;42;1.292;4.0
2025-01-18 19:34:05.664;42;1.292;4.0
2025-01-18 19:34:05.764;42;1.291;4.0
2025-01-18 19:34:05.864;42;1.292;4.0
2025-01-18 19:34:05.964;42;1.292;4.0
2025-01-18 19:34:06.064;42;1.291;4.0
2025-01-18 19:34:06.164;42;1.292;4.0
2025-01-18 19:34:06.264;42;1.292;4.0
2025-01-18 19:34:06.364;42;1.291;4.0
2025-01-18 19:34:06.463;42;1.292;4.0
2025-01-18 19:34:06.564;42;1.292;4.0
2025-01-18 19:34:06.664;42;1.292;4.0
2025-01-18 19:34:06.764;42;1.292;4.0
2025-01-18 19:34:06.864;42;1.318;4.0
2025-01-18 19:34:06.964;42;1.292;4.0
2025-01-18 19:34:07.064;42;1.292;4.0
2025-01-18 19:34:07.164;42;1.292;4.0
2025-01-18 19:34:07.264;42;1.291;4.0
2025-01-18 19:34:07.364;42;1.292;4.0
2025-01-18 19:34:07.464;42;1.292;4.0
2025-01-18 19:34:07.564;42;1.291;4.0
2025-01-18 19:34:07.664;42;1.292;4.0
2025-01-18 19:34:07.764;42;1.318;4.0
2025-01-18 19:34:07.864;42;1.291;4.0
2025-01-18 19:34:07.964;42;1.292;4.0
2025-01-18 19:34:08.064;42;1.292;4.0
2025-01-18 19:34:08.164;42;1.291;4.0
2025-01-18 19:34:08.264;42;1.292;4.0
2025-01-18 19:34:08.364;42;1.318;4.0
2025-01-18 19:34:08.464;42;1.292;4.0
2025-01-18 19:34:08.564;42;1.292;4.0
2025-01-18 19:34:08.664;42;1.292;4.0
2025-01-18 19:34:08.764;42;1.292;4.0
2025-01-18 19:34:08.864;42;1.292;4.0
2025-01-18 19:34:08.964;42;1.318;4.0
2025-01-18 19:34:09.064;42;1.292;4.0
2025-01-18 19:34:09.164;42;1.292;4.0
2025-01-18 19:34:09.264;42;1.318;4.0
2025-01-18 19:34:09.364;42;1.291;4.0
2025-01-18 19:34:09.464;42;1.292;4.0
2025-01-18 19:34:09.564;42;1.318;4.0
